0,1,2,3
0.5590331308981952,0.9947425127029419,0.17683675289154052,0.9941671291987101
0.7124335608263125,0.20817608787463263,0.059717184618899695,0.03902495213043995
0.6353416211075253,0.25887625217437743,-0.36546820226837606,0.3519822582602501
0.6333116486265853,0.01875562752996172,-0.38506360600392026,0.14883171278854895
0.6093071398168507,0.1009521105072715,-0.24818553265772367,0.12227551142374675
0.43828770670577555,-0.3309701709520249,-0.3766053340521203,0.10164915323257447
0.44070847797646096,-0.00025427655169838354,-0.37355671374194593,-0.022311267206224346
0.22776065641138926,-0.484617906232034,-0.4679601693975514,-0.13983823534320383
0.289035958444287,-0.2564754607500853,-0.35092943161726,-0.18890533431783899
0.4489227144845894,0.043246580494774714,-0.20912148263947716,0.024522525806949563
0.2981256888094676,0.21294425215039933,-0.2610317479223895,-0.31901312888936795
0.3393813321050608,0.18078696506994743,-0.2832568908475109,-0.10989195585250855
0.1613451177074063,0.16627065340677896,-0.4932672404325925,-0.15909781781109897
0.37425125891866245,0.15571707487106323,-0.2845612139236636,0.04588839610417684
0.4516040501594544,0.0834050244755215,-0.20523443073034286,-0.26418491150881795
0.3403272132078807,0.18594830632209777,-0.059036171661233004,-0.15109390616416932
0.3543787761529287,-0.10794144868850708,-0.6104444233994735,0.071575686787114
0.09161079118126317,0.4713968556860219,-0.27412239290200746,-0.06574282248814901
0.11199520615970388,0.19963935017585754,-0.077093974433162,-0.06926959185373216
0.16596158188168364,-0.11546830336252849,-0.11378411120838589,0.0040579140186309814
0.2142666725551381,0.5775853310312543,-0.10171081896485953,-0.0353906020041435
0.4873145989009312,0.34738355247597946,-0.31197514704295565,0.15660702623426914
0.5151252445421721,-0.11746204561657375,-0.2792724370956421,0.16857877870400748
0.3404928593153364,0.2391196608543396,-0.49915649919282823,-0.2954312665709134
0.43817349902370517,0.3354046282015349,-0.5667907995837075,0.04381022188398573
0.3571435893240151,0.2571046991007669,-0.41998493094598094,-0.27975826948247057
0.31723474483963443,0.9375020861625671,-0.2899369741308278,-0.1812205103135878
0.6665595683432718,0.45150823342172725,-0.21679711203242458,-0.2699815529458066
0.39086967479181656,0.47333222085779364,-0.4962288737297058,-0.09897795114023931
0.41890859937334396,0.22595484440143293,-0.4196310800810655,0.05562141144050742
0.42953165284558836,0.5936001300811767,-0.5468000162489796,-0.0555919807656367
0.3559729572265379,0.24644795872948386,-0.36232601035951945,-0.18023974781944638
0.416551828041844,0.006898939609527588,-0.4200810722425474,-0.31121485897257356
0.1520195774689406,0.19877476692199708,-0.613389378786087,-0.3238597859456701
0.37447311092114105,0.9877169132232666,-0.4752609478971346,-0.21587896756097383
0.4197296813130379,0.42913942677634104,-0.2819650346397335,-0.2307954244657394
0.19599380754352955,0.22564935684204102,-0.519437296361458,-0.25684589761144977
0.3470537304189164,0.5838196788515363,-0.4231337934005551,-0.4471408304843036
0.017052542252145756,0.46977537870407104,-0.5434358983958533,-0.26997589794072235
0.028374528421938997,-0.15361331701278685,-0.6705547437739017,-0.11742410726017422
0.3469348834441589,0.2037254497408867,-0.413884070286384,-0.11107831326397982
0.3366843972887312,0.4372408390045166,-0.648075407551181,-0.24689872757248257
0.31552017672678057,0.985169380903244,-0.1762895638292486,0.07554125659009243
0.3724726166043963,0.5423126882976956,-0.4515962771006993,-0.3158527408327375
0.1454127198085189,0.9588713049888611,-0.41931968927383423,0.005011023544683689
0.007276018815381187,0.21198909282684325,0.1080322435923985,0.2847801787512643
0.546782826835459,0.28085559606552124,-0.0671568363904953,-0.076878662109375
0.6191294256009554,0.9292401373386383,-0.016511989491326467,-0.3192957883531397
0.15690809717545143,0.5884796380996704,-0.5340249592607672,-0.36711053936569776
0.45551017113029957,0.7296988623482841,-0.28830077935909404,-0.30028952736603587
0.1316012293100357,-0.06548439604895455,-0.5955347286330329,-0.45963207073509693
0.31955268621444705,0.7047778442502022,-0.28198098710605074,-0.23542155964033945
0.46032309791316156,-0.16157954931259155,-0.35701077718001145,-0.22145121512205704
0.3475827794325979,0.31842335632869173,-0.17784510925412178,-0.4091483950614929
0.323544435776197,0.35624497135480243,-0.38105376362800597,-0.26225342200352597
0.487431105814482,-0.8765094041824341,-0.41582612693309784,-0.005666106939315796
0.24860432868202528,0.44508325308561325,0.0030761510133743286,-0.47094339516855055
0.616390323638916,0.2297580987215042,-0.8075528282385606,-0.2882383494150071
0.15250988487611739,0.3336215416590373,-0.35603319108486176,0.17351827356550428
0.6920816325224363,-0.008436739444732666,-0.49116871505975723,-0.3021814359558953
0.3076283613840739,0.3020799954732259,-0.6278506842526522,-0.3424280834197998
0.2947035204796564,-0.0008866637945175171,-0.5537302999032868,-0.3145553980554853
0.06833593961265352,-0.020086735486984253,-0.1987432073801756,0.058488916128109664
0.3903622260460487,0.40954354405403137,-0.2287232518196106,-0.17749132871627807
0.44120098212186026,,-0.2987303458727323,-0.0749744556166909
0.08996448401481874,-0.4932408034801483,-0.8182428841079984,-0.3025307939166114
0.41445227359470566,0.8571571111679077,-0.2786065569290748,-0.3341006636619568
0.38561667063656974,0.001248180866241455,-0.6865644029208592,-0.41210133688790457
0.38819817418143865,0.8599934279918671,-0.9637127742171288,-0.031614714435168674
0.09352715526308332,0.8606462876001993,-0.41087725510199863,-0.3624328943816098
0.18899752696355185,0.04850865261895316,-0.5245002914558757,-0.24257920594776378
0.26010848128277325,-0.8822637995084127,-0.19061753043421992,-0.16693874804869943
0.14321888747968173,0.9769932925701141,-0.7781889239947001,0.39894987416989874
0.46610481650741015,0.4994571954011917,-0.9282662357602801,0.2102239259651729
0.13840676844120026,-0.2784823775291443,-0.3667480945587158,0.18927541375160217
0.48795761122848047,0.3479117751121521,-0.4929278492927551,-0.37662892256464275
0.3433908740679423,0.0007408857345581055,-0.6000399708747863,-0.3964344263076782
0.33276401100487546,0.017846524715423584,0.2987605224956166,-0.567674978574117
0.2558427502711614,0.9926176965236664,-0.41978204250335693,-0.2544748958419351
0.19814028648229745,-0.055143505334854126,-0.9755772590637207,0.07534404595692952
-0.07071269380635228,0.9898788034915924,-0.627038733959198,-0.10776011943817139
